disease	biological_unit	gene	program	biological_role	IDW_spatial_Pearson	MAP_spatial_Pearson	delta_spatial_Pearson	IDW_RMSE	MAP_RMSE	delta_RMSE	residual_Pearson
MASLD	VLP116_D_C3	NFKBIA	inflammation	NF-kappaB feedback and inflammatory signaling	-0.07286624689446818	0.20965434749982065	0.28252059439428884	0.51410156	0.45578778	-0.05831377999999998	0.5335892818154513
MASLD	VLP116_D_C3	TAT	hepatocyte_zonation	periportal amino-acid metabolism and hepatocyte zonation	0.02498916106333761	0.4821590822671698	0.4571699212038322	1.5253046000000001	0.5568602	-0.9684444000000001	0.7346237398491097
MASLD	VLP116_D_C4	SCD	lipid_metabolic_reprogramming;steatosis_associated	fatty-acid desaturation and steatosis-associated lipid synthesis	0.2131537161886829	0.32972383981733394	0.11657012362865105	1.2722496	1.4909233	0.21867369999999986	0.33748752105210394
MASLD	VLP116_D_C4	DCN	extracellular_matrix_fibrosis	stromal extracellular-matrix organization and fibrotic remodeling	-0.045438259752530685	0.07250960738419518	0.11794786713672586	0.89061475	0.7371105	-0.15350425	0.6131428097855223
MASLD	VLP116_D_C4	NFKBIA	inflammation	NF-kappaB feedback and inflammatory signaling	0.014648417270942269	-0.006296603479333468	-0.02094502075027574	0.4649684	0.38085398	-0.08411442000000002	0.4703674012108722
MASLD	VLP116_D_C4	TAT	hepatocyte_zonation	periportal amino-acid metabolism and hepatocyte zonation	-0.04106190625436578	0.2416874728536914	0.2827493791080572	1.2657162	0.67311454	-0.5926016599999999	0.6186408788627991
MASLD	VLP119_A_C1	SCD	lipid_metabolic_reprogramming;steatosis_associated	fatty-acid desaturation and steatosis-associated lipid synthesis	0.021829918579621414	0.20935712294015088	0.18752720436052947	0.92967504	0.93058276	0.0009077199999999452	0.6059438582258453
MASLD	VLP119_A_C1	DCN	extracellular_matrix_fibrosis	stromal extracellular-matrix organization and fibrotic remodeling	-0.045559091714454214	0.22062619687310936	0.2661852885875636	0.76995283	0.62963885	-0.14031398000000006	0.6311827480465032
MASLD	VLP119_A_C1	NFKBIA	inflammation	NF-kappaB feedback and inflammatory signaling	0.08025242212700953	-0.1062447315749485	-0.18649715370195802	0.4007357	0.36574429999999997	-0.034991400000000006	0.4040556050433364
MASLD	VLP119_A_C1	TAT	hepatocyte_zonation	periportal amino-acid metabolism and hepatocyte zonation	0.1904872008941668	0.4844382948422683	0.2939510939481015	1.3878861999999998	0.6807623	-0.7071238999999998	0.6905401317468765
MASLD	VLP119_A_C2	SCD	lipid_metabolic_reprogramming;steatosis_associated	fatty-acid desaturation and steatosis-associated lipid synthesis	0.09814203671810676	0.5134686653409567	0.41532662862284997	0.6414951999999999	0.6051618000000001	-0.03633339999999985	0.6271983941916263
MASLD	VLP119_A_C2	DCN	extracellular_matrix_fibrosis	stromal extracellular-matrix organization and fibrotic remodeling	0.026086387971459662	0.5084128447499441	0.4823264567784844	0.73029804	0.49720183	-0.23309620999999997	0.7338302628129746
MASLD	VLP119_A_C2	NFKBIA	inflammation	NF-kappaB feedback and inflammatory signaling	0.14557598465648885	0.08284430727316122	-0.06273167738332763	0.45393547	0.45000824	-0.003927230000000004	0.3892027778202138
MASLD	VLP119_A_C2	TAT	hepatocyte_zonation	periportal amino-acid metabolism and hepatocyte zonation	0.053408121215555784	0.3733982077997068	0.319990086584151	1.2092812	0.52894205	-0.6803391499999999	0.6972899492250804
MASLD	VLP119_A_C3	SCD	lipid_metabolic_reprogramming;steatosis_associated	fatty-acid desaturation and steatosis-associated lipid synthesis	-0.17571399936079504	0.31141159839142873	0.48712559775222375	0.79806423	0.7936741999999999	-0.004390030000000156	0.7862910166577775
MASLD	VLP119_A_C3	DCN	extracellular_matrix_fibrosis	stromal extracellular-matrix organization and fibrotic remodeling	-0.1791834502862792	0.3826038334545478	0.561787283740827	0.70493746	0.59138733	-0.11355013000000003	0.7434453824509821
MASLD	VLP119_A_C3	NFKBIA	inflammation	NF-kappaB feedback and inflammatory signaling	0.16205632966735395	0.07617638364374665	-0.0858799460236073	0.34879667	0.31251493	-0.03628173999999995	0.5071237120223222
MASLD	VLP119_A_C3	TAT	hepatocyte_zonation	periportal amino-acid metabolism and hepatocyte zonation	-0.2300785685030633	0.1544832362042346	0.3845618047072979	1.1199989	0.5131581000000001	-0.6068407999999998	0.8180507209669687
MASLD	VLP119_A_C4	SCD	lipid_metabolic_reprogramming;steatosis_associated	fatty-acid desaturation and steatosis-associated lipid synthesis	0.1527358266666624	0.25692679932980805	0.10419097266314564	0.65525997	0.7188854	0.06362542999999998	0.41355059845570985
MASLD	VLP119_A_C4	DCN	extracellular_matrix_fibrosis	stromal extracellular-matrix organization and fibrotic remodeling	-0.2657644765049708	-0.06189711980591873	0.2038673566990521	0.7004669	0.6196010000000001	-0.08086589999999994	0.5392855428237349
MASLD	VLP119_A_C4	NFKBIA	inflammation	NF-kappaB feedback and inflammatory signaling	-0.1582603750128842	0.03262587427938847	0.19088624929227266	0.44619632	0.36603782	-0.08015849999999997	0.5573934140588374
MASLD	VLP119_A_C4	TAT	hepatocyte_zonation	periportal amino-acid metabolism and hepatocyte zonation	0.2835010987259497	0.41788440657242026	0.13438330784647057	1.4299476	0.7473748	-0.6825728	0.5719813263318602
MASLD	VLP119_A_C5	SCD	lipid_metabolic_reprogramming;steatosis_associated	fatty-acid desaturation and steatosis-associated lipid synthesis	-0.1221690863990414	0.3077340346315856	0.429903121030627	1.0173265	1.1006463	0.08331979999999994	0.6784725238583926
MASLD	VLP119_A_C5	DCN	extracellular_matrix_fibrosis	stromal extracellular-matrix organization and fibrotic remodeling	-0.13104500261786814	0.23765945825454654	0.3687044608724147	0.76633555	0.6204189999999999	-0.14591655000000003	0.6336696792474233
MASLD	VLP119_A_C5	NFKBIA	inflammation	NF-kappaB feedback and inflammatory signaling	-0.00545403239578513	-0.03371829859470353	-0.0282642661989184	0.5163668	0.4855563	-0.03081050000000002	0.4639338357645185
MASLD	VLP119_A_C5	TAT	hepatocyte_zonation	periportal amino-acid metabolism and hepatocyte zonation	0.11336789007748058	0.43855749511062825	0.32518960503314764	1.0509793	0.5883691	-0.4626102000000001	0.6437156413837305
MASLD	VLP119_D_C1	SCD	lipid_metabolic_reprogramming;steatosis_associated	fatty-acid desaturation and steatosis-associated lipid synthesis	-0.04192854404392137	0.8805891885177791	0.9225177325617004	1.2125647	1.2291142	0.016549499999999995	0.8420369773597883
MASLD	VLP119_D_C1	DCN	extracellular_matrix_fibrosis	stromal extracellular-matrix organization and fibrotic remodeling	0.052296348674256816	0.6219639966585933	0.5696676479843364	0.9821655999999999	0.5285340999999999	-0.45363149999999997	0.7199263650762876
MASLD	VLP119_D_C1	NFKBIA	inflammation	NF-kappaB feedback and inflammatory signaling	0.08121488034885432	0.3009181453612393	0.21970326501238496	0.46477717	0.4358816	-0.028895570000000037	0.4915935312914347
MASLD	VLP119_D_C1	TAT	hepatocyte_zonation	periportal amino-acid metabolism and hepatocyte zonation	0.1005668645300402	0.7148914045714083	0.6143245400413682	1.3613343999999998	0.40860555	-0.9527288499999998	0.8506344375893818
MASLD	VLP119_D_C2	SCD	lipid_metabolic_reprogramming;steatosis_associated	fatty-acid desaturation and steatosis-associated lipid synthesis	0.14267340203984905	0.22725300038730506	0.08457959834745601	0.79515594	0.5790797	-0.21607624000000003	0.5623577089635245
MASLD	VLP119_D_C2	DCN	extracellular_matrix_fibrosis	stromal extracellular-matrix organization and fibrotic remodeling	0.04082125062081991	0.27952465246319835	0.23870340184237843	0.73876613	0.5333230999999999	-0.20544303000000008	0.6952007016163827
MASLD	VLP119_D_C2	NFKBIA	inflammation	NF-kappaB feedback and inflammatory signaling	-0.02924700205849185	0.12125362779720085	0.1505006298556927	0.48770937	0.41570297	-0.07200639999999997	0.503501655014908
MASLD	VLP119_D_C2	TAT	hepatocyte_zonation	periportal amino-acid metabolism and hepatocyte zonation	0.1194631375787869	0.30910960580303465	0.18964646822424774	0.6445996	0.72197276	0.07737315999999994	0.7472351029719043
MASLD	VLP119_D_C3	SCD	lipid_metabolic_reprogramming;steatosis_associated	fatty-acid desaturation and steatosis-associated lipid synthesis	-0.2785262589755944	0.5572666249215296	0.835792883897124	1.1938256999999999	1.1541988	-0.0396268999999998	0.7956230862844279
MASLD	VLP119_D_C3	DCN	extracellular_matrix_fibrosis	stromal extracellular-matrix organization and fibrotic remodeling	-0.16049968346555787	0.2206332352199377	0.3811329186854956	0.74336565	0.5926547	-0.15071095	0.7028971238132734
MASLD	VLP119_D_C3	NFKBIA	inflammation	NF-kappaB feedback and inflammatory signaling	0.07804340107630388	0.3933548404911241	0.31531143941482026	0.53317577	0.51545954	-0.01771623	0.4468810866164109
MASLD	VLP119_D_C3	TAT	hepatocyte_zonation	periportal amino-acid metabolism and hepatocyte zonation	0.07322931943471625	0.3499651476225673	0.27673582818785103	0.7809298000000001	0.7842351	0.0033052999999998445	0.7892528774282668
MASLD	VLP119_D_C4	SCD	lipid_metabolic_reprogramming;steatosis_associated	fatty-acid desaturation and steatosis-associated lipid synthesis	0.009187637629763984	0.2398657908952801	0.2306781532655161	1.2465063	1.4383471	0.19184080000000003	0.4213519261419254
MASLD	VLP119_D_C4	DCN	extracellular_matrix_fibrosis	stromal extracellular-matrix organization and fibrotic remodeling	-0.029383634000007423	0.20292771411879654	0.23231134811880397	0.76071084	0.68392295	-0.07678788999999997	0.5593084312956332
MASLD	VLP119_D_C4	NFKBIA	inflammation	NF-kappaB feedback and inflammatory signaling	0.06607638766472278	0.11562456562579215	0.049548177961069376	0.50644624	0.44029006	-0.06615618000000006	0.4819636151515486
MASLD	VLP119_D_C4	TAT	hepatocyte_zonation	periportal amino-acid metabolism and hepatocyte zonation	0.04049562675971378	0.16506632782047356	0.12457070106075979	1.2599585	0.6568944	-0.6030641	0.5446009346513246
MASLD	VLP120_A_C1	SCD	lipid_metabolic_reprogramming;steatosis_associated	fatty-acid desaturation and steatosis-associated lipid synthesis	-0.17359707975070454	0.5056347161091613	0.6792317958598659	1.056041	0.9877993	-0.06824169999999996	0.7583998784114476
MASLD	VLP120_A_C1	DCN	extracellular_matrix_fibrosis	stromal extracellular-matrix organization and fibrotic remodeling	0.0007114031012243988	0.3134177277194667	0.31270632461824227	0.63928646	0.48173836	-0.15754810000000002	0.6713109617344434
MASLD	VLP120_A_C1	NFKBIA	inflammation	NF-kappaB feedback and inflammatory signaling	-0.1363484045725062	0.32486226957231523	0.4612106741448214	0.48968393	0.43430012	-0.05538380999999998	0.6666796110557363
MASLD	VLP120_A_C1	TAT	hepatocyte_zonation	periportal amino-acid metabolism and hepatocyte zonation	0.2264705084610897	0.4530347126094196	0.22656420414832987	0.96801126	0.42312038	-0.5448908800000001	0.7427738073788553
MASLD	VLP120_A_C2	SCD	lipid_metabolic_reprogramming;steatosis_associated	fatty-acid desaturation and steatosis-associated lipid synthesis	-0.09338357878564278	0.5273333476262211	0.6207169264118638	0.92931193	0.8808303	-0.04848163000000005	0.7387896008992737
MASLD	VLP120_A_C2	DCN	extracellular_matrix_fibrosis	stromal extracellular-matrix organization and fibrotic remodeling	-0.05077559758883174	0.3445560606992898	0.39533165828812156	0.5660564	0.47037345	-0.09568294999999999	0.6804308853820005
MASLD	VLP120_A_C2	NFKBIA	inflammation	NF-kappaB feedback and inflammatory signaling	-0.11360718270720878	0.021782032214393437	0.13538921492160222	0.43870088	0.35031196	-0.08838892000000004	0.6692531005093275
MASLD	VLP120_A_C2	TAT	hepatocyte_zonation	periportal amino-acid metabolism and hepatocyte zonation	-0.06288876437465088	0.08285331604773992	0.14574208042239079	1.4728119	0.6828531	-0.7899588	0.7864050280046797
MASLD	VLP120_A_C3	SCD	lipid_metabolic_reprogramming;steatosis_associated	fatty-acid desaturation and steatosis-associated lipid synthesis	-0.05511139331128615	0.06958375617990195	0.1246951494911881	0.9056074000000001	0.90513587	-0.0004715300000001088	0.4840221878861834
MASLD	VLP120_A_C3	DCN	extracellular_matrix_fibrosis	stromal extracellular-matrix organization and fibrotic remodeling	0.006532038337811446	0.4754777634686827	0.46894572513087124	0.73617494	0.4884246	-0.24775034000000007	0.7938934580921696
MASLD	VLP120_A_C3	NFKBIA	inflammation	NF-kappaB feedback and inflammatory signaling	0.10011457116418628	0.06401250858436905	-0.036102062579817226	0.39611277	0.35987574	-0.03623703	0.4919177744135837
MASLD	VLP120_A_C3	TAT	hepatocyte_zonation	periportal amino-acid metabolism and hepatocyte zonation	0.05714994081439835	0.4546928209267329	0.3975428801123346	0.88893783	0.46183056	-0.42710727000000004	0.7778072006036476
MASLD	VLP120_A_C4	SCD	lipid_metabolic_reprogramming;steatosis_associated	fatty-acid desaturation and steatosis-associated lipid synthesis	-0.09322555747254717	0.3251119932009107	0.4183375506734579	0.7489690999999999	0.796192	0.04722290000000007	0.6377073752517175
MASLD	VLP120_A_C4	DCN	extracellular_matrix_fibrosis	stromal extracellular-matrix organization and fibrotic remodeling	-0.05366912320094331	0.7819510485271701	0.8356201717281134	0.8699238000000001	0.46091279999999996	-0.4090110000000002	0.8393408841772689
MASLD	VLP120_A_C4	NFKBIA	inflammation	NF-kappaB feedback and inflammatory signaling	0.016079239254496447	0.2350554661843142	0.21897622692981775	0.5639618000000001	0.56236356	-0.001598240000000084	0.4725785773878884
MASLD	VLP120_A_C4	TAT	hepatocyte_zonation	periportal amino-acid metabolism and hepatocyte zonation	-0.08763553641284358	0.6816865723824165	0.7693221087952601	1.0841739	0.60394627	-0.4802276299999999	0.8356514409770582
MASLD	VLP120_D_C1	SCD	lipid_metabolic_reprogramming;steatosis_associated	fatty-acid desaturation and steatosis-associated lipid synthesis	0.035275907934025366	0.24366941610878284	0.2083935081747575	1.2179494	1.294664	0.07671460000000008	0.5094932161652433
MASLD	VLP120_D_C1	DCN	extracellular_matrix_fibrosis	stromal extracellular-matrix organization and fibrotic remodeling	-0.057370205627153635	0.3810660819060278	0.4384362875331814	0.6948721999999999	0.54655963	-0.14831256999999998	0.6585903731878366
MASLD	VLP120_D_C1	NFKBIA	inflammation	NF-kappaB feedback and inflammatory signaling	-0.051467541844512105	0.06790901223928136	0.11937655408379347	0.48448893	0.42909309999999995	-0.055395830000000035	0.5220446287599729
MASLD	VLP120_D_C1	TAT	hepatocyte_zonation	periportal amino-acid metabolism and hepatocyte zonation	0.020206899236790195	0.6312875232937167	0.6110806240569265	1.0629015	0.6093493000000001	-0.45355219999999985	0.7688541584547329
MASLD	VLP120_D_C2	SCD	lipid_metabolic_reprogramming;steatosis_associated	fatty-acid desaturation and steatosis-associated lipid synthesis	0.02023974556915825	0.0685773058336075	0.04833756026444924	0.8270927	0.77881855	-0.048274150000000016	0.45637915913912
MASLD	VLP120_D_C2	DCN	extracellular_matrix_fibrosis	stromal extracellular-matrix organization and fibrotic remodeling	-0.1495155658867163	0.6211060699491715	0.7706216358358878	0.855142	0.5441121999999999	-0.3110298	0.7727145242387178
MASLD	VLP120_D_C2	NFKBIA	inflammation	NF-kappaB feedback and inflammatory signaling	-0.008245825655338128	0.10525800556804434	0.11350383122338246	0.51728386	0.48812625	-0.029157610000000056	0.4851447472076173
MASLD	VLP120_D_C2	TAT	hepatocyte_zonation	periportal amino-acid metabolism and hepatocyte zonation	-0.22602187288300074	0.586367793572691	0.8123896664556918	1.0259403	0.5314098	-0.4945305	0.8405849250629418
MASLD	VLP120_D_C3	SCD	lipid_metabolic_reprogramming;steatosis_associated	fatty-acid desaturation and steatosis-associated lipid synthesis	-0.030903880126031662	0.18014708183052508	0.21105096195655673	0.7799162	0.7977658000000001	0.017849600000000132	0.548570139769465
MASLD	VLP120_D_C3	DCN	extracellular_matrix_fibrosis	stromal extracellular-matrix organization and fibrotic remodeling	-0.008703369225624556	0.2903115715065729	0.2990149407321974	0.7709191	0.6181781	-0.15274100000000002	0.6007574527724195
MASLD	VLP120_D_C3	NFKBIA	inflammation	NF-kappaB feedback and inflammatory signaling	-0.022443489725934525	0.02988044905515785	0.05232393878109237	0.5423372	0.5027924	-0.039544799999999936	0.4490762556856121
MASLD	VLP120_D_C3	TAT	hepatocyte_zonation	periportal amino-acid metabolism and hepatocyte zonation	-0.030030200630655274	0.33843244976653786	0.3684626503971931	0.8687809999999999	0.7416778	-0.12710319999999986	0.6876255897431162
MASLD	VLP121_A_C1	SCD	lipid_metabolic_reprogramming;steatosis_associated	fatty-acid desaturation and steatosis-associated lipid synthesis	0.1188744898418242	0.27730588405553663	0.15843139421371244	0.56158924	0.54412866	-0.017460579999999948	0.6029573894192165
MASLD	VLP121_A_C1	DCN	extracellular_matrix_fibrosis	stromal extracellular-matrix organization and fibrotic remodeling	-0.06890850554924795	0.7739581326203808	0.8428666381696288	0.8066121	0.49461004	-0.3120020600000001	0.8811049151095144
MASLD	VLP121_A_C1	NFKBIA	inflammation	NF-kappaB feedback and inflammatory signaling	0.11380040257530098	-0.04975642031351842	-0.1635568228888194	0.3350555	0.29177559999999997	-0.04327990000000004	0.611027222478604
MASLD	VLP121_A_C1	TAT	hepatocyte_zonation	periportal amino-acid metabolism and hepatocyte zonation	0.1276062725777727	0.7389661645196406	0.6113598919418679	0.70016617	0.8142883000000001	0.11412213000000004	0.8385786689900011
MASLD	VLP121_A_C2	SCD	lipid_metabolic_reprogramming;steatosis_associated	fatty-acid desaturation and steatosis-associated lipid synthesis	-0.01065258219865008	0.3774710758021005	0.38812365800075055	0.73296094	0.85008806	0.11712712000000003	0.6022374251824589
MASLD	VLP121_A_C2	DCN	extracellular_matrix_fibrosis	stromal extracellular-matrix organization and fibrotic remodeling	0.0643041407574974	0.6013824273330446	0.5370782865755472	0.7198355	0.46596697	-0.25386853	0.7610678402213085
MASLD	VLP121_A_C2	NFKBIA	inflammation	NF-kappaB feedback and inflammatory signaling	0.09121712971559233	0.16723751036883147	0.07602038065323914	0.39220086	0.3475028	-0.044698059999999984	0.5160029838244521
MASLD	VLP121_A_C2	TAT	hepatocyte_zonation	periportal amino-acid metabolism and hepatocyte zonation	-0.14283309752411075	0.6632573851940662	0.806090482718177	1.2179953000000001	0.51858854	-0.6994067600000001	0.8244360305947404
MASLD	VLP121_A_C3	SCD	lipid_metabolic_reprogramming;steatosis_associated	fatty-acid desaturation and steatosis-associated lipid synthesis	-0.07115853628845033	0.3838396487541888	0.4549981850426391	0.80821055	0.55685365	-0.2513569	0.6523158532966665
MASLD	VLP121_A_C3	DCN	extracellular_matrix_fibrosis	stromal extracellular-matrix organization and fibrotic remodeling	-0.15098441658547804	0.848246784306006	0.999231200891484	0.8997569999999999	0.46308488	-0.43667211999999994	0.9001101889416805
MASLD	VLP121_A_C3	NFKBIA	inflammation	NF-kappaB feedback and inflammatory signaling	0.0430387915192542	0.13894621427809073	0.09590742275883653	0.40411490000000005	0.35013852	-0.053976380000000046	0.5932389121907985
MASLD	VLP121_A_C3	TAT	hepatocyte_zonation	periportal amino-acid metabolism and hepatocyte zonation	-0.25669996714702825	0.8048834005895036	1.0615833677365318	1.1970829	0.54756	-0.6495229	0.9172321469425224
MASLD	VLP121_A_C4	SCD	lipid_metabolic_reprogramming;steatosis_associated	fatty-acid desaturation and steatosis-associated lipid synthesis	-0.07657211853660231	-0.27392647682397625	-0.19735435828737394	0.6578504	0.765612	0.10776160000000001	0.4707514456064261
MASLD	VLP121_A_C4	DCN	extracellular_matrix_fibrosis	stromal extracellular-matrix organization and fibrotic remodeling	-0.0627791167480707	0.746893418549059	0.8096725352971297	0.7635658000000001	0.43623307	-0.32733273000000007	0.8285519174386924
MASLD	VLP121_A_C4	NFKBIA	inflammation	NF-kappaB feedback and inflammatory signaling	-0.013133059322825894	0.1826919541276948	0.19582501345052067	0.5252432	0.48123333	-0.044009870000000006	0.4811213444180673
MASLD	VLP121_A_C4	TAT	hepatocyte_zonation	periportal amino-acid metabolism and hepatocyte zonation	0.12413627159769346	0.6795843239708889	0.5554480523731954	0.7595126	0.9980495	0.23853690000000005	0.8602908323015741
MASLD	VLP121_D_C1	SCD	lipid_metabolic_reprogramming;steatosis_associated	fatty-acid desaturation and steatosis-associated lipid synthesis	-0.09185600286749608	0.12231991633326572	0.2141759192007618	0.7969075	0.82719576	0.030288259999999956	0.5736902416677059
MASLD	VLP121_D_C1	DCN	extracellular_matrix_fibrosis	stromal extracellular-matrix organization and fibrotic remodeling	0.07928122696821184	0.463870044215223	0.38458881724701116	0.8044815	0.6086047	-0.19587679999999996	0.6455695650261813
MASLD	VLP121_D_C1	NFKBIA	inflammation	NF-kappaB feedback and inflammatory signaling	-0.019781353366154487	0.2254111746231302	0.2451925279892847	0.47433132	0.39418888	-0.08014243999999998	0.5339498664229987
MASLD	VLP121_D_C1	TAT	hepatocyte_zonation	periportal amino-acid metabolism and hepatocyte zonation	-0.1398718894540596	0.3905906151043835	0.530462504558443	1.440193	0.5508647	-0.8893283000000001	0.7725762826038028
MASLD	VLP121_D_C2	SCD	lipid_metabolic_reprogramming;steatosis_associated	fatty-acid desaturation and steatosis-associated lipid synthesis	-0.11845070744578975	0.4546283691166402	0.57307907656243	0.9969604	1.1017313	0.1047709	0.6348579091866697
MASLD	VLP121_D_C2	DCN	extracellular_matrix_fibrosis	stromal extracellular-matrix organization and fibrotic remodeling	-0.04766927781703891	0.3312049514607364	0.3788742292777753	0.73561686	0.60642976	-0.1291871	0.6535298329256198
MASLD	VLP121_D_C2	NFKBIA	inflammation	NF-kappaB feedback and inflammatory signaling	-0.11135020306087363	0.09092167190993887	0.2022718749708125	0.5403600000000001	0.48930734	-0.05105266000000008	0.5453686647904114
