target_key	stage	source_embryo	target_embryo	gene_index	gene	is_anchor	source_cv_selected_validation_pearson	source_cv_idw_validation_pearson	source_cv_delta_pearson	source_cv_selected_validation_mse	source_cv_idw_validation_mse	source_cv_delta_mse_favorable	raw_source_cv_guard_pass	guard_pass	guard_fallback	raw_selected_candidate	selected_predictor_category	source_defined_confirmatory_predictable_non_anchor	guard_rule
50p_E1_to_E2	50% epiboly	E1	E2	12	aplnrb	False	0.2427704632282257	0.026764003559947014	0.2160064596682787	0.2825720012187958	0.3189735412597656	0.03640154004096985	True	True	False	global_anchor_w1.00	Anchor-only	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	13	apoc1	False	0.43074971437454224	0.21988213062286377	0.21086758375167847	0.07353425025939941	0.09435021877288818	0.02081596851348877	True	True	False	global_anchor_w1.00	Anchor-only	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	14	arf5	False	0.43112102150917053	0.18632805347442627	0.24479296803474426	0.11149924248456955	0.14085322618484497	0.02935398370027542	True	True	False	local_anchor_w0.50	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	15	arhgap5	False	0.3467218279838562	0.025349773466587067	0.32137205451726913	0.2608669102191925	0.31266945600509644	0.05180254578590393	True	True	False	global_anchor_w1.00	Anchor-only	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	16	arl4aa	False	0.20106811821460724	0.04011520370841026	0.16095291450619698	0.24974247813224792	0.298600971698761	0.04885849356651306	True	True	False	global_anchor_w1.00	Anchor-only	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	17	arl4ab	False	0.7324295043945312	0.49199941754341125	0.24043008685112	0.4591354429721832	0.7729609608650208	0.3138255178928375	True	True	False	local_anchor_w0.25	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	18	arl4d	False	0.6194744110107422	0.09131136536598206	0.5281630456447601	0.26718297600746155	0.457870215177536	0.19068723917007446	True	True	False	global_anchor_w1.00	Anchor-only	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	19	arl6ip5a	False	0.45347827672958374	0.15763810276985168	0.29584017395973206	0.3057597279548645	0.4074602723121643	0.1017005443572998	True	True	False	global_anchor_w1.00	Anchor-only	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	20	aspm	False	0.3163297474384308	0.009248577989637852	0.30708116944879293	0.31836411356925964	0.41266578435897827	0.09430167078971863	True	True	False	global_anchor_w1.00	Anchor-only	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	21	atf6	False	0.19651925563812256	0.08350642025470734	0.11301283538341522	0.22427786886692047	0.24118880927562714	0.016910940408706665	True	True	False	local_anchor_w0.75	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	22	atoh1c	False	0.12612512707710266	0.01855969801545143	0.10756542906165123	0.21412718296051025	0.24175210297107697	0.02762492001056671	True	True	False	global_anchor_w1.00	Anchor-only	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	23	atp2b1a	False	0.2616303861141205	0.012197073549032211	0.24943331256508827	0.06977374106645584	0.08114787936210632	0.011374138295650482	True	True	False	global_anchor_w1.00	Anchor-only	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	24	atrxl	False	0.47386106848716736	0.1708434820175171	0.30301758646965027	0.09239419549703598	0.11769980937242508	0.0253056138753891	True	True	False	local_anchor_w0.50	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	25	aurkb	False	0.3618030250072479	0.19052255153656006	0.17128047347068787	0.19373483955860138	0.22032910585403442	0.026594266295433044	True	True	False	local_anchor_w0.75	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	26	axin2	False	0.5445843935012817	0.18073208630084991	0.3638523072004318	0.2969105839729309	0.412934273481369	0.11602368950843811	True	True	False	local_anchor_w0.50	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	27	bach1b	False	0.21724878251552582	0.047670841217041016	0.1695779412984848	0.2960551679134369	0.3574872612953186	0.061432093381881714	True	True	False	global_anchor_w1.00	Anchor-only	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	28	bambia	False	0.7198742032051086	0.513076901435852	0.2067973017692566	0.12679634988307953	0.21925030648708344	0.0924539566040039	True	True	False	local_anchor_w0.25	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	29	baz1b	False	0.5794835090637207	0.3235922157764435	0.2558912932872772	0.2579576075077057	0.36486053466796875	0.10690292716026306	True	True	False	local_anchor_w0.25	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	30	bcl2l1	False	0.28245100378990173	0.0868314728140831	0.19561953097581863	0.3612538278102875	0.4249660074710846	0.06371217966079712	True	True	False	local_anchor_w0.75	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	31	bhlha15	False	0.3365132808685303	0.11964336782693863	0.21686991304159164	0.3013800084590912	0.3765513598918915	0.07517135143280029	True	True	False	global_anchor_w1.00	Anchor-only	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	32	blf	False	0.3541654348373413	0.07776792347431183	0.2763975113630295	0.3118332028388977	0.3756634593009949	0.06383025646209717	True	True	False	global_anchor_w1.00	Anchor-only	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	33	bmp2b	False	0.7524557113647461	0.3531593680381775	0.3992963433265686	0.30662044882774353	0.7004037499427795	0.393783301115036	True	True	False	local_anchor_w0.50	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	34	bmp4	False	0.5604065656661987	0.23762257397174835	0.3227839916944504	0.3873913586139679	0.5782024264335632	0.19081106781959534	True	True	False	local_anchor_w0.50	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	35	bmp7a	True	1.0000016689300537	0.3081717789173126	0.6918298900127411	3.4679383134061936e-06	0.8093364834785461	0.8093330155402327	True	False	True	global_anchor_w0.00	IDW fallback	False	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	36	brd2a	False	0.7087283134460449	0.39543890953063965	0.3132894039154053	0.06715590506792068	0.12197393923997879	0.054818034172058105	True	True	False	local_anchor_w0.75	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	37	btg2	False	0.7848829627037048	0.17316247522830963	0.6117204874753952	0.050974681973457336	0.1341427117586136	0.08316802978515625	True	True	False	local_anchor_w0.75	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	38	c1qbp	False	0.17206959426403046	0.008253741078078747	0.1638158531859517	0.20703651010990143	0.233194500207901	0.026157990097999573	True	True	False	local_anchor_w0.75	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	39	C7H16orf87	False	0.15359756350517273	0.02652408368885517	0.12707347981631756	0.32283419370651245	0.3700999319553375	0.04726573824882507	True	True	False	global_anchor_w1.00	Anchor-only	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	40	ca9	False	0.6909798383712769	0.11586333066225052	0.5751165077090263	0.3730270266532898	0.7764766812324524	0.4034496545791626	True	True	False	local_anchor_w0.75	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	41	casz1	False	0.3521956503391266	0.1726444959640503	0.1795511543750763	0.35932865738868713	0.407772958278656	0.04844430088996887	True	True	False	local_anchor_w0.75	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	42	cbx3a	False	0.48732560873031616	0.2873612940311432	0.19996431469917297	0.1239478662610054	0.16474689543247223	0.04079902917146683	True	True	False	local_anchor_w0.50	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	43	cbx5	False	0.40744322538375854	0.03435296192765236	0.3730902634561062	0.06814461201429367	0.08789455890655518	0.019749946892261505	True	True	False	global_anchor_w0.75	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	44	ccne2	False	0.3590739071369171	0.07813338935375214	0.280940517783165	0.32066982984542847	0.4111137390136719	0.09044390916824341	True	True	False	local_anchor_w0.75	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	45	ccnf	False	0.47733432054519653	0.11191168427467346	0.36542263627052307	0.25101473927497864	0.33303987979888916	0.08202514052391052	True	True	False	local_anchor_w0.75	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	46	ccng1	False	0.723792552947998	0.26351669430732727	0.4602758586406708	0.03799024224281311	0.07632213830947876	0.03833189606666565	True	True	False	local_anchor_w0.50	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	47	cd63	False	0.15186938643455505	0.03511897101998329	0.11675041541457176	0.3558480739593506	0.42075031995773315	0.06490224599838257	True	True	False	global_anchor_w1.00	Anchor-only	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	48	cdc14b	False	0.6779882311820984	0.2612246870994568	0.4167635440826416	0.12549257278442383	0.23190666735172272	0.10641409456729889	True	True	False	local_anchor_w0.25	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	49	cdc42ep4a	False	0.2453194111585617	-0.026558715850114822	0.27187812700867653	0.30665335059165955	0.3804101049900055	0.07375675439834595	True	True	False	global_anchor_w1.00	Anchor-only	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	50	cdca8	False	0.2970060706138611	0.09573277831077576	0.20127329230308533	0.18092505633831024	0.2043195366859436	0.023394480347633362	True	True	False	local_anchor_w0.75	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	51	cdh1	False	0.8533892631530762	0.08910875022411346	0.7642805129289627	0.06623051315546036	0.2593795955181122	0.19314908236265182	True	True	False	global_anchor_w0.75	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	52	cdh2	False	0.260322242975235	-0.0031474304851144552	0.26346967346034944	0.33674904704093933	0.3926621973514557	0.05591315031051636	True	True	False	global_anchor_w1.00	Anchor-only	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	53	cdh6	False	0.4176229238510132	0.150193989276886	0.2674289345741272	0.2791450023651123	0.34323960542678833	0.06409460306167603	True	True	False	global_anchor_w1.00	Anchor-only	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	54	cdkn1ca	False	0.671306848526001	0.2812926471233368	0.3900142014026642	0.38648390769958496	0.6759121417999268	0.2894282341003418	True	True	False	local_anchor_w0.75	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	55	cdt1	False	0.7581786513328552	0.20613543689250946	0.5520432144403458	0.04093432426452637	0.09405741095542908	0.05312308669090271	True	True	False	local_anchor_w0.50	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	56	cdx1a	False	0.12714843451976776	0.02846207655966282	0.09868635796010494	0.2310011237859726	0.28188860416412354	0.05088748037815094	True	True	False	global_anchor_w1.00	Anchor-only	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	57	cdx4	True	1.0000017881393433	0.2877672016620636	0.7122345864772797	1.626039193070028e-06	0.5404813885688782	0.5404797625296851	True	False	True	global_anchor_w0.00	IDW fallback	False	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	58	cenpf	False	0.5787129998207092	0.20789355039596558	0.37081944942474365	0.19874908030033112	0.3140108287334442	0.1152617484331131	True	True	False	local_anchor_w0.75	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	59	cfl1l	True	1.000000238418579	0.1087106242775917	0.8912896141409874	8.839853649078577e-07	0.3107246160507202	0.3107237320653553	True	False	True	global_anchor_w0.25	IDW fallback	False	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	60	chaf1a	False	0.5069946050643921	0.26358991861343384	0.24340468645095825	0.15596097707748413	0.19800226390361786	0.04204128682613373	True	True	False	local_anchor_w0.50	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	61	chrd	False	0.7723135352134705	0.7610464692115784	0.01126706600189209	0.5975975394248962	0.6256198287010193	0.028022289276123047	False	False	True	local_anchor_w0.00	IDW fallback	False	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	62	chst11	False	0.3880155384540558	0.12396162003278732	0.26405391842126846	0.3052513003349304	0.36670982837677	0.0614585280418396	True	True	False	local_anchor_w0.75	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	63	cldnd	False	0.5235553979873657	0.28582873940467834	0.23772665858268738	0.13425321877002716	0.19378148019313812	0.05952826142311096	True	True	False	local_anchor_w0.50	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	64	clic4	False	0.6310927271842957	0.21432344615459442	0.41676928102970123	0.2838481068611145	0.44659316539764404	0.16274505853652954	True	True	False	local_anchor_w0.50	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	65	clocka	False	0.23273532092571259	0.029268551617860794	0.2034667693078518	0.34810206294059753	0.41586047410964966	0.06775841116905212	True	True	False	global_anchor_w1.00	Anchor-only	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	66	cmtm6	False	0.42030176520347595	0.15531405806541443	0.2649877071380615	0.2568354308605194	0.3381609618663788	0.08132553100585938	True	True	False	local_anchor_w0.75	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	67	cnmd	False	0.24052652716636658	0.08058680593967438	0.1599397212266922	0.3103809356689453	0.3633109927177429	0.05293005704879761	True	True	False	global_anchor_w1.00	Anchor-only	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	68	cnn3a	False	0.3478618264198303	0.026770025491714478	0.32109180092811584	0.3620316684246063	0.459652841091156	0.09762117266654968	True	True	False	local_anchor_w0.75	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	69	coq10b	False	0.21597693860530853	0.012667025439441204	0.20330991316586733	0.34437453746795654	0.38944438099861145	0.04506984353065491	True	True	False	global_anchor_w1.00	Anchor-only	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	70	crabp2b	False	0.26993465423583984	0.20475469529628754	0.06517995893955231	0.4549584686756134	0.5905287861824036	0.13557031750679016	True	True	False	global_anchor_w0.50	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	71	creb3l1	False	0.1609402894973755	0.04438367113471031	0.11655661836266518	0.24748146533966064	0.2909531593322754	0.043471693992614746	True	True	False	global_anchor_w1.00	Anchor-only	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	72	creb3l2	False	0.112129345536232	0.0034254842903465033	0.10870386124588549	0.37627992033958435	0.4397411048412323	0.06346118450164795	True	True	False	global_anchor_w1.00	Anchor-only	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	73	csrp1a	False	0.26803845167160034	0.018530892208218575	0.24950755946338177	0.2757176160812378	0.32520338892936707	0.04948577284812927	True	True	False	global_anchor_w1.00	Anchor-only	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	74	cst3	False	0.5839146375656128	0.23378662765026093	0.35012800991535187	0.34141436219215393	0.5037998557090759	0.162385493516922	True	True	False	global_anchor_w1.00	Anchor-only	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	75	ctcf	False	0.5334902405738831	0.23733001947402954	0.2961602210998535	0.02447027713060379	0.034400928765535355	0.009930651634931564	True	True	False	local_anchor_w0.75	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	76	cth1	False	0.563275158405304	0.3311489522457123	0.23212620615959167	0.13859249651432037	0.1828673928976059	0.04427489638328552	True	True	False	local_anchor_w0.50	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	77	CU570769.1	False	0.32873448729515076	0.14338982105255127	0.1853446662425995	0.3177875280380249	0.4109736979007721	0.09318616986274719	True	True	False	local_anchor_w0.75	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	78	cux1a	False	0.26881569623947144	0.01615830324590206	0.2526573929935694	0.32341793179512024	0.39146313071250916	0.06804519891738892	True	True	False	global_anchor_w0.75	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	79	cxcl12b	False	0.16272050142288208	0.002932958770543337	0.15978754265233874	0.22384674847126007	0.26748672127723694	0.04363997280597687	True	True	False	global_anchor_w1.00	Anchor-only	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	80	cxcr4a	True	0.9999987483024597	0.27902108430862427	0.7209776639938354	2.1893401935813017e-06	0.5851263999938965	0.5851242106537029	True	False	True	global_anchor_w0.00	IDW fallback	False	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	81	dact2	True	0.9999996423721313	0.3488675355911255	0.6511321067810059	2.5262750114052324e-06	0.5919528603553772	0.5919503340803658	True	False	True	global_anchor_w0.00	IDW fallback	False	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	82	dand5	False	0.21862904727458954	0.021964237093925476	0.19666481018066406	0.30820631980895996	0.3740808963775635	0.06587457656860352	True	True	False	local_anchor_w0.75	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	83	dbx1a	False	0.174698144197464	0.07356414198875427	0.10113400220870972	0.1595654934644699	0.19983114302158356	0.04026564955711365	True	True	False	local_anchor_w0.75	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	84	ddx4	False	0.5736202597618103	0.3867349922657013	0.186885267496109	0.25522691011428833	0.32507285475730896	0.06984594464302063	True	True	False	local_anchor_w0.25	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	85	dharma	False	0.18702492117881775	0.06347540766000748	0.12354951351881027	0.3413897752761841	0.4061090648174286	0.0647192895412445	True	True	False	global_anchor_w0.75	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	86	dkc1	False	0.8394501805305481	0.3216691315174103	0.5177810490131378	0.03784643113613129	0.13030347228050232	0.09245704114437103	True	True	False	local_anchor_w0.50	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
50p_E1_to_E2	50% epiboly	E1	E2	87	dkk1b	False	0.686568558216095	0.38170644640922546	0.3048621118068695	0.3280276656150818	0.625277578830719	0.2972499132156372	True	True	False	local_anchor_w0.75	Calibrated mixture	True	selected_source_cv_mse < idw_source_cv_mse AND delta_source_cv_pearson > 0.03
